央视,#genre#
重庆卫视高清,rtsp://112.111.36.140/PLTV/88888909/224/3221225713/10000100000000060000000000401010_0.smil
重庆卫视高清,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
重庆卫视高清,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
贵州卫视高清,rtsp://112.111.36.140/PLTV/88888909/224/3221225782/10000100000000060000000001425325_0.smil
贵州卫视高清,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
贵州卫视高清,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
吉林卫视高清,rtsp://112.111.36.140/PLTV/88888909/224/3221225717/10000100000000060000000000401066_0.smil
吉林卫视高清,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
吉林卫视高清,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
广西卫视高清,rtsp://112.111.36.140/PLTV/88888909/224/3221225712/10000100000000060000000000400979_0.smil
广西卫视高清,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
广西卫视高清,https://live.goodiptv.club/api/cqyx.php?id=guangxiHD
河南卫视高清,rtsp://112.111.36.140/PLTV/88888909/224/3221225725/10000100000000060000000000401166_0.smil
河南卫视高清,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河南卫视高清,https://live.goodiptv.club/api/cqyx.php?id=henanHD
甘肃卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225718/10000100000000060000000000401067_0.smil
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
青海卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225719/10000100000000060000000000401068_0.smil
云南卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225752/10000100000000060000000000428648_0.smil
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
云南卫视,https://live.goodiptv.club/api/cqyx.php?id=yunnanSD
内蒙古卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225720/10000100000000060000000000401101_0.smil
山西卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225721/10000100000000060000000000401102_0.smil
陕西卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225724/10000100000000060000000000401165_0.smil
兵团卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225707/10000100000000060000000000391858_0.smil
